"Carimbo de data/hora","Li o Termo de Consentimento Livre Esclarecido e concordo:","Você reside em qual munícipio?","Em que faixa de idade você se encontra?","Qual seu gênero?","Qual sua escolaridade?","Você segue alguma religião?","Por onde se informa mais? ","Tem interesse em política?","Se considera mais de:","Quando falamos em Esquerda, qual dessas afirmações faz mais sentido para você?","Quando falamos em Direita, qual dessas afirmações faz mais sentido para você?","Você apoia a existência de sindicatos?","Você apoia o direito de greve trabalhista?","O governo deve usar agentes da lei para acabar com manifestações?","O regime militar deveria voltar?","Leis devem ser sempre obedecidas (sendo elas justas ou não)?","O governo deve poder proibir a existência de algum partido político?","No capitalismo, quem se esforça sempre é recompensado?","No socialismo, todos os problemas sociais são sanados?","Você é contra o aborto, sendo a situação prevista ou não em lei?","É a favor do desarmamento civil, especialmente em centros urbanos?","As grandes fortunas (investimentos e bens acima de 20 milhões de reais) devem ser taxadas e, com essa arrecadação, investir em melhorias para a população?","Toda pessoa deveria ter direito à saúde de graça e com qualidade, oferecida pelo governo?","Você considera a família como união de duas ou mais pessoas, independentemente do gênero destas?"
"2023/01/21 2:54:22 PM GMT-3","SIM, aceito participar da pesquisa.","Campinas ","25-35","Feminino","Pós-graduação completa","Não sigo nenhuma em específico","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Não me interesso por política","Não sei me definir","Socialismo / Comunismo","Defender pautas sociais / interesses dos trabalhadores","Sim.","Sim","Não, qualquer manifestação do povo é válida e não deve ser interrompida pelo governo","Não","Não, pois foram escritas sem nos consultarem","Não. O Estado não deveria interferir nisso","Discordo parcialmente","Discordo plenamente","Sim","Não","Não","Não","Sim"
"2023/01/21 3:01:09 PM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí","18-24","Masculino","Graduação completa","Não sigo nenhuma em específico","Jornal e/ou revista digitais","É indiferente para mim","Centro-Direita","Socialismo / Comunismo","Liberalismo econômico e político","Não","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Não sempre, pois acho que tenho o direito de não cumprir caso não concorde","Sim, se a ideologia desse partido ferir direitos humanos","Concordo parcialmente","Discordo plenamente","Não","Sim","Não","Sim","Sim"
"2023/01/21 3:03:18 PM GMT-3","SIM, aceito participar da pesquisa.","São Bernardo do Campo ","43-50","Feminino","Pós-graduação completa","Não sigo nenhuma em específico","Jornal e/ou revista digitais","Sim, me interesso por política","Esquerda","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo parcialmente","Discordo parcialmente","Sim","Sim","Sim","Sim","Sim"
"2023/01/21 3:09:15 PM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí ","36-42","Feminino","Pós-graduação completa","Sim e sou praticante","Jornal e/ou revista digitais","Sim, me interesso por política","Não sei me definir","Ser oposição ao governo","É apoiar o governo","Sim.","Não","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Não concordo nem discordo","Concordo parcialmente","Não","Sim","Sim","Sim","Sim"
"2023/01/21 3:10:35 PM GMT-3","SIM, aceito participar da pesquisa.","Jaboatão dos Guararapes ","36-42","Masculino","Ensino médio completo","Não sigo nenhuma em específico","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Centro-Esquerda","Defender pautas sociais / interesses dos menos favorecidos","Liberalismo econômico e político","Sim.","Não","Sim, somente em caso de manifestações contra a democracia","Sim","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Concordo parcialmente","Discordo plenamente","Não","Não","Sim","Sim","Não"
"2023/01/21 3:16:46 PM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí","51-65","Feminino","Graduação completa","Sim e não sou praticante","Jornal e/ou revista digitais","Não me interesso por política","Não sei me definir","Ser oposição ao governo","É apoiar o governo","Não","Não","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Concordo parcialmente","Discordo parcialmente","Sim","Não","Não","Sim","Sim"
"2023/01/21 3:20:42 PM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí ","43-50","Feminino","Graduação completa","Sim e sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Não sei me definir","Socialismo / Comunismo","Liberalismo econômico e político","Não","Não","Não, há manifestações pacíficas que devem ser respeitadas","Não","Não, pois foram escritas sem nos consultarem","Não. O Estado não deveria interferir nisso","Não concordo nem discordo","Discordo parcialmente","Sim","Não","Sim","Sim","Sim"
"2023/01/21 3:23:26 PM GMT-3","SIM, aceito participar da pesquisa.","Ollinda","25-35","Masculino","Graduação completa","Não sigo nenhuma em específico","Jornal e/ou revista digitais","Sim, me interesso por política","Não sei me definir","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Não sempre, pois acho que tenho o direito de não cumprir caso não concorde","Sim, se a ideologia desse partido ferir direitos humanos","Discordo plenamente","Discordo plenamente","Não","Sim","Sim","Sim","Sim"
"2023/01/21 3:33:42 PM GMT-3","SIM, aceito participar da pesquisa.","Ouro Branco MG","25-35","Masculino","Graduação completa","Não sigo nenhuma em específico","Jornal e/ou revista digitais","Sim, me interesso por política","Esquerda","Defender pautas sociais / interesses dos menos favorecidos","Liberalismo econômico e político","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo plenamente","Discordo plenamente","Não","Sim","Sim","Sim","Sim"
"2023/01/21 3:48:48 PM GMT-3","SIM, aceito participar da pesquisa.","Campinas ","25-35","Feminino","Graduação completa","Não sigo nenhuma em específico","Jornal e/ou revista digitais","Sim, me interesso por política","Não sei me definir","Defender pautas sociais / interesses dos menos favorecidos","Liberalismo econômico e político","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo plenamente","Discordo plenamente","Não","Sim","Sim","Sim","Sim"
"2023/01/21 3:51:02 PM GMT-3","SIM, aceito participar da pesquisa.","Suzano","25-35","Masculino","Pós-graduação completa","Sim e sou praticante","Televisão","Não me interesso por política","Centro-Direita","Defender pautas sociais / interesses dos menos favorecidos","Liberalismo econômico e político","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo parcialmente","Discordo parcialmente","Não","Não","Sim","Sim","Sim"
"2023/01/21 3:52:02 PM GMT-3","SIM, aceito participar da pesquisa.","São Lourenço da mata","25-35","Masculino","Graduação completa","Sim e não sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","É indiferente para mim","Não sei me definir","Defender pautas sociais / interesses dos menos favorecidos","Liberalismo econômico e político","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Concordo parcialmente","Discordo plenamente","Sim","Sim","Sim","Sim","Sim"
"2023/01/21 3:55:49 PM GMT-3","SIM, aceito participar da pesquisa.","Sao Carlos","43-50","Feminino","Pós-graduação completa","Sim e não sou praticante","Parentes","Não me interesso por política","Centro-Direita","Socialismo / Comunismo","Liberalismo econômico e político","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Concordo parcialmente","Discordo plenamente","Não","Sim","Não","Sim","Sim"
"2023/01/21 4:07:32 PM GMT-3","SIM, aceito participar da pesquisa.","São Caetano do Sul","43-50","Feminino","Pós-graduação completa","Sim e sou praticante","Jornal e/ou revista digitais","Sim, me interesso por política","Esquerda","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo plenamente","Concordo parcialmente","Não","Sim","Sim","Sim","Sim"
"2023/01/21 4:09:38 PM GMT-3","SIM, aceito participar da pesquisa.","Descalvado","36-42","Feminino","Pós-graduação completa","Sim e não sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","É indiferente para mim","Centro-Esquerda","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo plenamente","Discordo parcialmente","Não","Sim","Sim","Sim","Sim"
"2023/01/21 4:11:07 PM GMT-3","SIM, aceito participar da pesquisa.","Sorocaba","25-35","Feminino","Graduação completa","Sim e não sou praticante","Jornal e/ou revista digitais","Sim, me interesso por política","Centro-Direita","Socialismo / Comunismo","Liberalismo econômico e político","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Concordo parcialmente","Discordo plenamente","Sim","Não","Não","Sim","Sim"
"2023/01/21 4:11:38 PM GMT-3","SIM, aceito participar da pesquisa.","Recife","25-35","Masculino","Graduação completa","Sim e não sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Não me interesso por política","Não sei me definir","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Concordo parcialmente","Não concordo nem discoro","Não","Não","Não","Sim","Sim"
"2023/01/21 4:16:13 PM GMT-3","SIM, aceito participar da pesquisa.","São Paulo ","36-42","Feminino","Pós-graduação completa","Não sigo nenhuma em específico","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Esquerda","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo parcialmente","Discordo plenamente","Não","Sim","Sim","Sim","Sim"
"2023/01/21 4:20:13 PM GMT-3","SIM, aceito participar da pesquisa.","Rio de Janeiro ","25-35","Masculino","Pós-graduação completa","Sim e não sou praticante","Jornal e/ou revista digitais","Sim, me interesso por política","Direita","Socialismo / Comunismo","Liberalismo econômico e político","Sim.","Sim","Não, qualquer manifestação do povo é válida e não deve ser interrompida pelo governo","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Concordo parcialmente","Discordo plenamente","Sim","Não","Não","Sim","Não"
"2023/01/21 4:27:55 PM GMT-3","SIM, aceito participar da pesquisa.","Rio de Janeiro ","36-42","Masculino","Pós-graduação completa","Sim e sou praticante","Jornal e/ou revista digitais","Sim, me interesso por política","Centro-Direita","Socialismo / Comunismo","Liberalismo econômico e político","Não","Não","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Concordo parcialmente","Discordo plenamente","Sim","Sim","Sim","Sim","Não"
"2023/01/21 4:33:44 PM GMT-3","SIM, aceito participar da pesquisa.","Ribeirão Preto ","25-35","Masculino","Pós-graduação completa","Não sigo nenhuma em específico","Jornal e/ou revista digitais","Sim, me interesso por política","Centro-Esquerda","Defender pautas sociais / interesses dos menos favorecidos","Liberalismo econômico e político","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Sim","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo plenamente","Discordo plenamente","Não","Sim","Não","Sim","Sim"
"2023/01/21 4:36:27 PM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí, SP ","51-65","Feminino","Graduação completa","Sim e sou praticante","Jornal e/ou revista digitais","Sim, me interesso por política","Centro-Esquerda","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Não concordo nem discordo","Não concordo nem discoro","Não","Sim","Sim","Sim","Sim"
"2023/01/21 4:39:23 PM GMT-3","SIM, aceito participar da pesquisa.","São Paulo ","36-42","Feminino","Pós-graduação completa","Não sigo nenhuma em específico","Jornal e/ou revista digitais","Sim, me interesso por política","Esquerda","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo plenamente","Concordo parcialmente","Não","Sim","Sim","Sim","Sim"
"2023/01/21 4:59:08 PM GMT-3","SIM, aceito participar da pesquisa.","Mogi das Cruzes ","36-42","Masculino","Pós-graduação completa","Não sigo nenhuma em específico","Jornal e/ou revista digitais","Sim, me interesso por política","Esquerda","Defender pautas sociais / interesses dos menos favorecidos","Liberalismo econômico e político","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo plenamente","Discordo plenamente","Não","Sim","Sim","Sim","Sim"
"2023/01/21 5:11:36 PM GMT-3","SIM, aceito participar da pesquisa.","Vitória/ES","43-50","Masculino","Pós-graduação completa","Sim e sou praticante","Jornal e/ou revista digitais","Sim, me interesso por política","Esquerda","Defender pautas sociais / interesses dos menos favorecidos","Ser maioria e, portanto, mais poderosa","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo plenamente","Discordo parcialmente","Não","Sim","Sim","Sim","Sim"
"2023/01/21 5:14:20 PM GMT-3","SIM, aceito participar da pesquisa.","São Paulo","25-35","Feminino","Graduação completa","Não sigo nenhuma em específico","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Esquerda","Defender pautas sociais / interesses dos menos favorecidos","Liberalismo econômico e político","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo plenamente","Discordo plenamente","Não","Sim","Sim","Sim","Sim"
"2023/01/21 5:17:08 PM GMT-3","SIM, aceito participar da pesquisa.","Aracaju","25-35","Masculino","Graduação completa","Sim e não sou praticante","Jornal e/ou revista digitais","Sim, me interesso por política","Centro-Esquerda","Defender pautas sociais / interesses dos menos favorecidos","Liberalismo econômico e político","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Não concordo nem discordo","Discordo parcialmente","Não","Sim","Sim","Sim","Sim"
"2023/01/21 5:27:13 PM GMT-3","SIM, aceito participar da pesquisa.","São Bernardo do Campo","25-35","Feminino","Graduação completa","Não sigo nenhuma em específico","Jornal e/ou revista digitais","Sim, me interesso por política","Esquerda","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo plenamente","Concordo parcialmente","Não","Sim","Sim","Sim","Sim"
"2023/01/21 5:28:36 PM GMT-3","SIM, aceito participar da pesquisa.","São Paulo","25-35","Masculino","Graduação completa","Sim e não sou praticante","Jornal e/ou revista digitais","Sim, me interesso por política","Centro-Direita","Defender pautas sociais / interesses dos menos favorecidos","Liberalismo econômico e político","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo parcialmente","Discordo plenamente","Não","Não","Não","Sim","Sim"
"2023/01/21 5:35:50 PM GMT-3","SIM, aceito participar da pesquisa.","Belo Horizonte ","43-50","Feminino","Pós-graduação completa","Sim e não sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Não me interesso por política","Não sei me definir","É ser errado de acordo com minha noção de ética","É defender os interesses da elite do país","Não","Não","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, sempre que julgar necessário","Discordo parcialmente","Discordo parcialmente","Não","Sim","Não","Sim","Sim"
"2023/01/21 5:36:44 PM GMT-3","SIM, aceito participar da pesquisa.","São Paulo","25-35","Masculino","Graduação completa","Não sigo nenhuma em específico","Jornal e/ou revista digitais","Sim, me interesso por política","Esquerda","Socialismo / Comunismo","É defender os interesses da elite do país","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo plenamente","Concordo parcialmente","Não","Sim","Sim","Sim","Sim"
"2023/01/21 5:42:23 PM GMT-3","SIM, aceito participar da pesquisa.","Osasco","25-35","Masculino","Pós-graduação completa","Sim e não sou praticante","Jornal e/ou revista digitais","Sim, me interesso por política","Não sei me definir","Socialismo / Comunismo","Liberalismo econômico e político","Não","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Concordo plenamente","Discordo plenamente","Não","Não","Não","Sim","Sim"
"2023/01/21 5:45:40 PM GMT-3","SIM, aceito participar da pesquisa.","Salvador","25-35","Masculino","Pós-graduação completa","Não sigo nenhuma em específico","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Esquerda","Defender pautas sociais / interesses dos menos favorecidos","Liberalismo econômico e político","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo plenamente","Discordo plenamente","Não","Sim","Sim","Sim","Sim"
"2023/01/21 5:54:40 PM GMT-3","SIM, aceito participar da pesquisa.","São José do rio preto ","36-42","Feminino","Pós-graduação completa","Sim e sou praticante","Jornal e/ou revista digitais","Não me interesso por política","Centro-Direita","Defender pautas sociais / interesses dos menos favorecidos","Liberalismo econômico e político","Não","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Discordo parcialmente","Discordo plenamente","Sim","Sim","Sim","Sim","Sim"
"2023/01/21 5:55:03 PM GMT-3","SIM, aceito participar da pesquisa.","São Paulo ","36-42","Masculino","Graduação completa","Não sigo nenhuma em específico","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Esquerda","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo parcialmente","Discordo parcialmente","Não","Sim","Sim","Sim","Sim"
"2023/01/21 6:00:55 PM GMT-3","SIM, aceito participar da pesquisa.","São Paulo ","25-35","Masculino","Graduação completa","Sim e não sou praticante","Jornal e/ou revista digitais","Sim, me interesso por política","Centro-Direita","É ser errado de acordo com minha noção de ética","Liberalismo econômico e político","Não","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Concordo parcialmente","Discordo plenamente","Sim","Não","Não","Sim","Sim"
"2023/01/21 7:15:07 PM GMT-3","SIM, aceito participar da pesquisa.","Jundiai","43-50","Masculino","Graduação completa","Sim e não sou praticante","Jornal e/ou revista digitais","Sim, me interesso por política","Não sei me definir","Não sei responder","Não sei responder","Não","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Concordo parcialmente","Não concordo nem discoro","Não","Não","Sim","Sim","Sim"
"2023/01/21 7:20:18 PM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí ","51-65","Masculino","Graduação completa","Não sigo nenhuma em específico","Jornal e/ou revista digitais","Sim, me interesso por política","Direita","Socialismo / Comunismo","Liberalismo econômico e político","Não","Não","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Não concordo nem discordo","Discordo plenamente","Não","Não","Não","Sim","Sim"
"2023/01/21 7:33:36 PM GMT-3","SIM, aceito participar da pesquisa.","São Paulo","25-35","Feminino","Pós-graduação completa","Sim e não sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Não me interesso por política","Centro-Esquerda","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Concordo parcialmente","Discordo plenamente","Não","Sim","Sim","Sim","Sim"
"2023/01/21 7:43:04 PM GMT-3","SIM, aceito participar da pesquisa.","Recife","25-35","Feminino","Pós-graduação completa","Não sigo nenhuma em específico","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Direita","Socialismo / Comunismo","Liberalismo econômico e político","Não","Não","Não, há manifestações pacíficas que devem ser respeitadas","Não","Não, pois foram escritas sem nos consultarem","Não. O Estado não deveria interferir nisso","Não concordo nem discordo","Discordo plenamente","Não","Não","Não","Sim","Sim"
"2023/01/21 8:47:51 PM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí ","43-50","Masculino","Pós-graduação completa","Sim e sou praticante","Rádio","Sim, me interesso por política","Centro-Direita","Socialismo / Comunismo","Liberalismo econômico e político","Não","Sim","Não, qualquer manifestação do povo é válida e não deve ser interrompida pelo governo","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Concordo parcialmente","Discordo plenamente","Sim","Não","Não","Sim","Sim"
"2023/01/21 8:57:58 PM GMT-3","SIM, aceito participar da pesquisa.","São Paulo","43-50","Masculino","Pós-graduação completa","Sim e não sou praticante","Jornal e/ou revista digitais","Sim, me interesso por política","Direita","Ser oposição ao governo","É apoiar o governo","Não","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Concordo parcialmente","Discordo plenamente","Sim","Não","Não","Sim","Sim"
"2023/01/21 9:23:38 PM GMT-3","SIM, aceito participar da pesquisa.","Jaboatão dos Guararapes","36-42","Masculino","Pós-graduação completa","Sim e não sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Centro-Esquerda","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Não","Não","Sim, em qualquer situação","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Discordo plenamente","Discordo plenamente","Não","Sim","Sim","Sim","Sim"
"2023/01/21 9:25:39 PM GMT-3","SIM, aceito participar da pesquisa.","Fortaleza ","18-24","Masculino","Graduação completa","Sim e sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Não me interesso por política","Não sei me definir","Defender pautas sociais / interesses dos menos favorecidos","Liberalismo econômico e político","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Discordo parcialmente","Discordo parcialmente","Sim","Sim","Sim","Sim","Sim"
"2023/01/21 10:41:47 PM GMT-3","SIM, aceito participar da pesquisa.","Serra ES ","43-50","Masculino","Graduação completa","Não sigo nenhuma em específico","Jornal e/ou revista digitais","Sim, me interesso por política","Esquerda","Defender pautas sociais / interesses dos menos favorecidos","Liberalismo econômico e político","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Não sempre, pois acho que tenho o direito de não cumprir caso não concorde","Não. O Estado não deveria interferir nisso","Discordo parcialmente","Discordo plenamente","Não","Não","Sim","Sim","Sim"
"2023/01/21 10:49:04 PM GMT-3","SIM, aceito participar da pesquisa.","Aracaju ","36-42","Feminino","Graduação completa","Sim e não sou praticante","Televisão","É indiferente para mim","Não sei me definir","Defender pautas sociais / interesses dos menos favorecidos","Liberalismo econômico e político","Sim.","Não","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo parcialmente","Discordo plenamente","Sim","Sim","Sim","Sim","Sim"
"2023/01/21 11:15:03 PM GMT-3","SIM, aceito participar da pesquisa.","Pindamonhangaba","25-35","Feminino","Pós-graduação completa","Sim e não sou praticante","Jornal e/ou revista digitais","Sim, me interesso por política","Esquerda","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo parcialmente","Discordo plenamente","Não","Sim","Sim","Sim","Sim"
"2023/01/21 11:15:13 PM GMT-3","SIM, aceito participar da pesquisa.","Aracaju","25-35","Masculino","Graduação completa","Não sigo nenhuma em específico","Jornal e/ou revista digitais","Sim, me interesso por política","Esquerda","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo plenamente","Concordo parcialmente","Não","Sim","Sim","Sim","Sim"
